Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA1104,Problem Solving Techniques with C and C++,Theory,10,AAA,AAA,100,RA
1,SMTA1101,Engineering Mathematics - I ,Theory,17,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,18,AAA,AAA,100,RA
2,SPHA1202,Physics for Information Science,Theory,18,AAA,AAA,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
3,SCSA1301,Database Management Systems,Theory,23,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,23,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,21,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,37,29,66,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,22,67,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,29,58,100,Pass
4,SCSA3015,Deep Learning,Theory,30,35,65,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,30,3,33,100,RA
4,SMTA1402,Probability and Statistics,Theory,24,26,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,47,94,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,21,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,26,35,61,100,Pass
