Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SITA2302,Programming in Java Lab,Practical,32,32,64,100,Pass
4,SAIC4003,Universal Human Values,Theory,45,30,75,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,24,69,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,43,39,82,100,Pass
4,SCSA3016,Data Science,Theory,41,32,73,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,47,32,79,100,Pass
4,SMTA1402,Probability and Statistics,Theory,47,12,59,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,47,90,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,25,20,45,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
