Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,21,6,27,100,RA
2,SPHA1202,Physics for Information Science,Theory,27,10,37,100,RA
3,SCSA1304,Advanced Data Structures,Theory,26,35,61,100,Pass
4,SAIC4003,Universal Human Values,Theory,38,18,56,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,32,33,65,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,31,19,50,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,35,28,63,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,24,14,38,100,RA
4,SMTA1402,Probability and Statistics,Theory,30,27,57,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,35,42,77,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,48,49,97,100,Pass
