Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,21,13,34,100,RA
4,SAIC4003,Universal Human Values,Theory,43,24,67,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,44,29,73,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,30,68,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,33,29,62,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,30,20,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,41,13,54,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,45,86,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,21,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,48,45,93,100,Pass
