Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1204,Python Programming,Theory,18,21,39,100,RA
4,SAIC4003,Universal Human Values,Theory,41,25,66,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,15,56,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,39,31,70,100,Pass
4,SCSA3016,Data Science,Theory,31,26,57,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,35,33,68,100,Pass
4,SMTA1402,Probability and Statistics,Theory,40,19,59,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,41,89,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,23,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,33,41,74,100,Pass
