Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,    SCSA2302,Code Optimization and Debugging - I,Practical,AAA,AAA,AAA,50,RA
4,SAIC4003,Universal Human Values,Theory,47,30,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,48,38,86,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,23,63,100,Pass
4,SCSA3015,Deep Learning,Theory,46,44,90,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,34,73,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,17,56,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,42,90,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,22,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
