Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,35,AAA,AAA,100,RA
3,SCSA2301,Database Management Systems Lab,Practical,35,28,63,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,30,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,25,63,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,26,66,100,Pass
4,SCSA3016,Data Science,Theory,41,29,70,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,41,19,60,100,Pass
4,SMTA1402,Probability and Statistics,Theory,37,17,54,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,36,84,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,21,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,46,33,79,100,Pass
