Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1301,Database Management Systems,Theory,38,34,72,100,Pass
4,SAIC4003,Universal Human Values,Theory,46,32,78,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,40,33,73,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,37,77,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,33,69,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,44,42,86,100,Pass
4,SMTA1402,Probability and Statistics,Theory,42,33,75,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,49,50,99,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,21,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,48,45,93,100,Pass
