Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,19,15,34,100,RA
4,SAIC4003,Universal Human Values,Theory,43,40,83,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,44,37,81,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,26,66,100,Pass
4,SCSA3016,Data Science,Theory,39,28,67,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,28,66,100,Pass
4,SMTA1402,Probability and Statistics,Theory,34,18,52,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,44,91,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,23,43,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,49,94,100,Pass
