Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,29,13,42,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,28,3,31,100,RA
2,SPHA1202,Physics for Information Science,Theory,17,33,50,100,Pass
3,SCSA1301,Database Management Systems,Theory,10,40,50,100,Pass
3,SCSA1302,Theory of Computation,Theory,17,33,50,100,Pass
3,SCSA1304,Advanced Data Structures,Theory,20,18,38,100,RA
3,SITA1301,Programming in Java,Theory,13,21,34,100,RA
3,SMTA1302,Discrete Mathematics,Theory,18,19,37,100,RA
4,SAIC4003,Universal Human Values,Theory,38,31,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,39,29,68,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,31,28,59,100,Pass
4,SCSA3015,Deep Learning,Theory,35,31,66,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,25,25,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,45,16,61,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,44,92,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,25,21,46,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,25,47,72,100,Pass
