Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,20,4,24,100,RA
3,SCSA1301,Database Management Systems,Theory,24,26,50,100,Pass
3,SCSA1304,Advanced Data Structures,Theory,29,30,59,100,Pass
4,SAIC4003,Universal Human Values,Theory,37,25,62,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,35,25,60,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,30,25,55,100,Pass
4,SCSA3016,Data Science,Theory,33,21,54,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,28,60,100,Pass
4,SMTA1402,Probability and Statistics,Theory,36,17,53,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,47,86,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,22,21,43,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
