Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1204,Python Programming,Theory,23,11,34,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,16,2,18,100,RA
2,SPHA1202,Physics for Information Science,Theory,22,10,32,100,RA
3,SCSA1302,Theory of Computation,Theory,19,17,36,100,RA
3,SCSA1304,Advanced Data Structures,Theory,38,25,63,100,Pass
3,SITA1301,Programming in Java,Theory,26,2,28,100,RA
3,SMTA1302,Discrete Mathematics,Theory,17,2,19,100,RA
4,SAIC4003,Universal Human Values,Theory,42,25,67,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,19,56,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,28,66,100,Pass
4,SCSA3016,Data Science,Theory,31,33,64,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,29,61,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,15,53,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,43,91,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,37,48,85,100,Pass
