Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,26,4,30,100,RA
4,SAIC4003,Universal Human Values,Theory,42,33,75,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,22,60,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,19,57,100,Pass
4,SCSA3016,Data Science,Theory,31,23,54,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,5,43,100,RA
4,SMTA1402,Probability and Statistics,Theory,38,9,47,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,41,82,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,22,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,40,80,100,Pass
