Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,16,0,16,100,RA
2,SPHA1202,Physics for Information Science,Theory,21,12,33,100,RA
3,SCSA1301,Database Management Systems,Theory,21,15,36,100,RA
3,SCSA1302,Theory of Computation,Theory,23,1,24,100,RA
3,SCSA1304,Advanced Data Structures,Theory,26,28,54,100,Pass
3,SITA1301,Programming in Java,Theory,17,15,32,100,RA
3,SMTA1302,Discrete Mathematics,Theory,16,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,35,25,60,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,27,11,38,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,23,8,31,100,RA
4,SCSA3092,Augmented and Virtual Reality,Theory,28,22,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,30,20,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,21,6,27,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,37,77,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,22,43,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,37,48,85,100,Pass
