Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA2105,Problem Solving Techniques Lab,Practical,AAA,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,14,AAA,AAA,100,RA
2,SCSA1204,Python Programming,Theory,10,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,22,1,23,100,RA
2,SPHA1202,Physics for Information Science,Theory,17,AAA,AAA,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
3,SCSA1301,Database Management Systems,Theory,19,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,22,4,26,100,RA
3,SCSA1304,Advanced Data Structures,Theory,20,7,27,100,RA
3,SITA1301,Programming in Java,Theory,19,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,16,1,17,100,RA
4,SAIC4003,Universal Human Values,Theory,35,24,59,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,20,9,29,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,18,8,26,100,RA
4,SCSA3016,Data Science,Theory,22,5,27,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,20,5,25,100,RA
4,SMTA1402,Probability and Statistics,Theory,26,2,28,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,28,32,60,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,36,27,63,100,Pass
