Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,25,27,52,100,Pass
4,SAIC4003,Universal Human Values,Theory,45,28,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,31,65,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,39,33,72,100,Pass
4,SCSA3016,Data Science,Theory,38,25,63,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,31,19,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,28,32,60,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,42,38,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,40,80,100,Pass
