Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,29,0,29,100,RA
2,SPHA1202,Physics for Information Science,Theory,18,0,18,100,RA
2,SPHA2101,Physics Lab,Practical,13,19,32,50,Pass
3,SCSA1301,Database Management Systems,Theory,25,10,35,100,RA
3,SCSA1302,Theory of Computation,Theory,22,5,27,100,RA
3,SCSA1304,Advanced Data Structures,Theory,25,25,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,25,0,25,100,RA
4,SAIC4003,Universal Human Values,Theory,32,25,57,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,25,5,30,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,33,1,34,100,RA
4,SCSA3016,Data Science,Theory,19,4,23,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,19,6,25,100,RA
4,SMTA1402,Probability and Statistics,Theory,22,0,22,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,46,38,84,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,21,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,25,25,50,100,Pass
