Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SPHA1202,Physics for Information Science,Theory,24,15,39,100,RA
3,SCSA1302,Theory of Computation,Theory,18,11,29,100,RA
3,SMTA1302,Discrete Mathematics,Theory,22,AAA,AAA,100,RA
3,SITA2302,Programming in Java Lab,Practical,26,35,61,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,34,76,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,37,75,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,35,36,71,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,39,26,65,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,43,15,58,100,Pass
4,SMTA1402,Probability and Statistics,Theory,33,17,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,46,47,93,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,21,45,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,41,33,74,100,Pass
