Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,19,3,22,100,RA
4,SAIC4003,Universal Human Values,Theory,34,34,68,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,37,78,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,21,29,50,100,Pass
4,SCSA3016,Data Science,Theory,25,25,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,27,10,37,100,RA
4,SMTA1402,Probability and Statistics,Theory,17,3,20,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,41,82,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,37,35,72,100,Pass
