Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1304,Advanced Data Structures,Theory,36,32,68,100,Pass
3,SITA1301,Programming in Java,Theory,36,29,65,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,34,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,39,75,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,34,70,100,Pass
4,SCSA3016,Data Science,Theory,38,45,83,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,31,3,34,100,RA
4,SMTA1402,Probability and Statistics,Theory,34,3,37,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,45,86,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,19,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,42,45,87,100,Pass
