Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1301,Database Management Systems,Theory,21,6,27,100,RA
3,SCSA1302,Theory of Computation,Theory,23,14,37,100,RA
3,SCSA1304,Advanced Data Structures,Theory,14,18,32,100,RA
3,SITA1301,Programming in Java,Theory,22,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,19,AAA,AAA,100,RA
3,SCSADPROJ,Design Thinking and Innovations,Project,47,43,90,100,Pass
3,    SCSA2302,Code Optimization and Debugging - I,Practical,14,15,29,50,Pass
3,SCSA2301,Database Management Systems Lab,Practical,32,29,61,100,Pass
3,SITA2302,Programming in Java Lab,Practical,25,28,53,100,Pass
4,SAIC4003,Universal Human Values,Theory,39,23,62,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,20,54,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,21,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,22,51,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,20,15,35,100,RA
4,SMTA1402,Probability and Statistics,Theory,34,4,38,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,41,89,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
