Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,29,21,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,24,14,38,100,RA
4,SAIC4003,Universal Human Values,Theory,38,30,68,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,29,67,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,30,30,60,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,41,27,68,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,37,11,48,100,RA
4,SMTA1402,Probability and Statistics,Theory,32,9,41,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,43,84,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,47,87,100,Pass
