Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,19,AAA,AAA,100,RA
2,SCSA1204,Python Programming,Theory,19,14,33,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,17,2,19,100,RA
2,SPHA1202,Physics for Information Science,Theory,19,AAA,AAA,100,RA
3,SITA1301,Programming in Java,Theory,20,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,25,2,27,100,RA
4,SAIC4003,Universal Human Values,Theory,39,28,67,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,25,55,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,28,29,57,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,29,25,54,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,33,18,51,100,Pass
4,SMTA1402,Probability and Statistics,Theory,32,11,43,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,46,44,90,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,21,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
