Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,24,26,50,100,Pass
3,SCSA2301,Database Management Systems Lab,Practical,32,33,65,100,Pass
4,SAIC4003,Universal Human Values,Theory,39,28,67,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,28,65,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,31,22,53,100,Pass
4,SCSA3016,Data Science,Theory,28,22,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,18,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,5,44,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,33,39,72,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,34,37,71,100,Pass
