Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,27,9,36,100,RA
4,SAIC4003,Universal Human Values,Theory,45,25,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,42,25,67,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,36,76,100,Pass
4,SCSA3016,Data Science,Theory,37,41,78,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,24,60,100,Pass
4,SMTA1402,Probability and Statistics,Theory,40,15,55,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,39,79,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,16,22,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,41,79,100,Pass
