Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,26,9,35,100,RA
4,SAIC4003,Universal Human Values,Theory,43,27,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,40,25,65,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,37,31,68,100,Pass
4,SCSA3015,Deep Learning,Theory,34,28,62,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,23,52,100,Pass
4,SMTA1402,Probability and Statistics,Theory,34,9,43,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,45,49,94,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,25,22,47,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,44,45,89,100,Pass
