Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,25,25,50,100,Pass
3,SITA1301,Programming in Java,Theory,32,19,51,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,26,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,32,20,52,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,28,11,39,100,RA
4,SCSA3016,Data Science,Theory,18,32,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,19,51,100,Pass
4,SMTA1402,Probability and Statistics,Theory,30,0,30,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,34,59,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,22,43,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,33,39,72,100,Pass
