Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,39,28,67,100,Pass
4,SAIC4003,Universal Human Values,Theory,47,27,74,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,46,37,83,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,39,25,64,100,Pass
4,SCSA3016,Data Science,Theory,42,27,69,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,46,43,89,100,Pass
4,SMTA1402,Probability and Statistics,Theory,44,28,72,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,45,92,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,49,96,100,Pass
