Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,28,22,50,100,Pass
3,SCSA1301,Database Management Systems,Theory,26,10,36,100,RA
3,SCSA1302,Theory of Computation,Theory,22,28,50,100,Pass
3,SCSA1304,Advanced Data Structures,Theory,24,26,50,100,Pass
3,SITA1301,Programming in Java,Theory,25,1,26,100,RA
3,SMTA1302,Discrete Mathematics,Theory,27,0,27,100,RA
4,SAIC4003,Universal Human Values,Theory,44,28,72,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,32,18,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,21,59,100,Pass
4,SCSA3016,Data Science,Theory,29,21,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,25,4,29,100,RA
4,SMTA1402,Probability and Statistics,Theory,34,16,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,35,41,76,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,42,46,88,100,Pass
