Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SPHA2101,Physics Lab,Practical,19,15,34,50,Pass
4,SAIC4003,Universal Human Values,Theory,45,26,71,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,44,30,74,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,41,31,72,100,Pass
4,SCSA3015,Deep Learning,Theory,40,31,71,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,30,23,53,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,27,65,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,34,41,75,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,21,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,47,87,100,Pass
