Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCYA2101,Engineering Chemistry  Lab,Practical,AAA,AAA,AAA,50,RA
4,SAIC4003,Universal Human Values,Theory,41,38,79,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,23,60,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,15,51,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,34,27,61,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,21,57,100,Pass
4,SMTA1402,Probability and Statistics,Theory,37,9,46,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,40,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,22,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,35,70,100,Pass
