Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,40,25,65,100,Pass
4,SAIC4003,Universal Human Values,Theory,46,31,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,32,73,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,37,73,100,Pass
4,SCSA3016,Data Science,Theory,39,26,65,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,42,34,76,100,Pass
4,SMTA1402,Probability and Statistics,Theory,45,25,70,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,41,81,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,20,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,43,86,100,Pass
