Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,22,6,28,100,RA
4,SAIC4003,Universal Human Values,Theory,38,38,76,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,31,61,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,30,37,67,100,Pass
4,SCSA3016,Data Science,Theory,34,29,63,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,21,60,100,Pass
4,SMTA1402,Probability and Statistics,Theory,35,9,44,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,38,79,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,16,22,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,46,47,93,100,Pass
