Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA2105,Problem Solving Techniques Lab,Practical,AAA,AAA,AAA,100,RA
2,SCSA1201,Fundamentals of Digital Systems,Theory,14,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,10,AAA,AAA,100,RA
2,SPHA1202,Physics for Information Science,Theory,17,AAA,AAA,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
4,SAIC4003,Universal Human Values,Theory,43,30,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,17,58,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,39,27,66,100,Pass
4,SCSA3015,Deep Learning,Theory,40,31,71,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,23,59,100,Pass
4,SMTA1402,Probability and Statistics,Theory,29,21,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,35,39,74,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,20,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,27,65,100,Pass
