Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SITA1301,Programming in Java,Theory,34,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,43,35,78,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,40,6,46,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,35,3,38,100,RA
4,SCSA3016,Data Science,Theory,32,21,53,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,40,AAA,AAA,100,RA
4,SMTA1402,Probability and Statistics,Theory,24,2,26,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,30,42,72,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,22,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,33,68,100,Pass
