Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,19,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,20,19,39,100,RA
2,SCSA1204,Python Programming,Theory,10,6,16,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,10,0,10,100,RA
2,SPHA1202,Physics for Information Science,Theory,16,AAA,AAA,100,RA
2,SEIA2202,Digital Systems Lab,Practical,AAA,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,17,0,17,100,RA
3,SCSA1302,Theory of Computation,Theory,22,13,35,100,RA
3,SCSA1304,Advanced Data Structures,Theory,18,0,18,100,RA
3,SITA1301,Programming in Java,Theory,14,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,18,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,36,29,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,23,7,30,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,23,27,50,100,Pass
4,SCSA3015,Deep Learning,Theory,21,13,34,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,28,22,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,25,0,25,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,30,68,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,43,83,100,Pass
