Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,23,10,33,100,RA
4,SAIC4003,Universal Human Values,Theory,37,32,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,26,62,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,34,19,53,100,Pass
4,SCSA3016,Data Science,Theory,30,26,56,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,17,53,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,2,40,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,32,39,71,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,22,43,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,25,36,61,100,Pass
