Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1204,Python Programming,Theory,22,11,33,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,16,5,21,100,RA
2,SPHA1202,Physics for Information Science,Theory,15,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,31,38,69,100,Pass
3,SCSA1301,Database Management Systems,Theory,18,15,33,100,RA
3,SCSA1302,Theory of Computation,Theory,10,3,13,100,RA
3,SCSA1304,Advanced Data Structures,Theory,23,27,50,100,Pass
3,SITA1301,Programming in Java,Theory,15,35,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,19,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,37,28,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,30,66,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,25,12,37,100,RA
4,SCSA3016,Data Science,Theory,29,11,40,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,23,27,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,24,30,54,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,26,35,61,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,31,44,75,100,Pass
