Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,29,26,55,100,Pass
4,SAIC4003,Universal Human Values,Theory,44,30,74,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,26,62,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,37,31,68,100,Pass
4,SCSA3016,Data Science,Theory,35,30,65,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,35,20,55,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,15,54,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,44,91,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,22,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,46,93,100,Pass
