Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,19,0,19,100,RA
3,SCSA1301,Database Management Systems,Theory,29,27,56,100,Pass
3,SCSA1302,Theory of Computation,Theory,27,8,35,100,RA
3,SCSA1304,Advanced Data Structures,Theory,34,23,57,100,Pass
3,SITA1301,Programming in Java,Theory,19,3,22,100,RA
3,SMTA1302,Discrete Mathematics,Theory,30,8,38,100,RA
4,SAIC4003,Universal Human Values,Theory,38,32,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,18,55,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,27,13,40,100,RA
4,SCSA3015,Deep Learning,Theory,29,23,52,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,31,19,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,45,17,62,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,27,35,62,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,48,33,81,100,Pass
