Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,24,2,26,100,RA
2,SCSA1203,Data Structures,Theory,22,28,50,100,Pass
2,SMTA1201,Engineering Mathematics  - II,Theory,19,0,19,100,RA
2,SPHA1202,Physics for Information Science,Theory,34,5,39,100,RA
3,SCSA1302,Theory of Computation,Theory,29,21,50,100,Pass
3,SCSA1304,Advanced Data Structures,Theory,27,23,50,100,Pass
3,SITA1301,Programming in Java,Theory,27,23,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,38,32,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,7,43,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,1,30,100,RA
4,SCSA3016,Data Science,Theory,34,16,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,21,1,22,100,RA
4,SMTA1402,Probability and Statistics,Theory,38,6,44,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,41,66,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,26,25,51,100,Pass
