Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,18,11,29,100,RA
3,SMTA1302,Discrete Mathematics,Theory,23,9,32,100,RA
3,    SCSA2302,Code Optimization and Debugging - I,Practical,17,16,33,50,Pass
3,SITA2302,Programming in Java Lab,Practical,28,30,58,100,Pass
4,SAIC4003,Universal Human Values,Theory,46,33,79,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,25,62,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,15,53,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,28,66,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,34,30,64,100,Pass
4,SMTA1402,Probability and Statistics,Theory,35,15,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,36,61,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,29,67,100,Pass
