Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,16,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,13,4,17,100,RA
2,SCSA1204,Python Programming,Theory,12,22,34,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,10,1,11,100,RA
2,SPHA1202,Physics for Information Science,Theory,19,1,20,100,RA
2,SEIA2202,Digital Systems Lab,Practical,AAA,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,21,5,26,100,RA
3,SCSA1302,Theory of Computation,Theory,16,19,35,100,RA
3,SCSA1304,Advanced Data Structures,Theory,21,9,30,100,RA
3,SITA1301,Programming in Java,Theory,22,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,12,0,12,100,RA
3,SCSA2301,Database Management Systems Lab,Practical,AAA,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,41,30,71,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,26,55,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,25,61,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,34,17,51,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,6,38,100,RA
4,SMTA1402,Probability and Statistics,Theory,16,0,16,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,30,41,71,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,22,0,22,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,34,39,73,100,Pass
