Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,16,0,16,100,RA
3,SMTA1302,Discrete Mathematics,Theory,14,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,42,35,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,42,87,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,18,56,100,Pass
4,SCSA3016,Data Science,Theory,31,25,56,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,5,34,100,RA
4,SMTA1402,Probability and Statistics,Theory,31,7,38,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,44,41,85,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,21,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,28,41,69,100,Pass
