Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,34,17,51,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,35,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,37,82,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,30,66,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,29,65,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,34,43,77,100,Pass
4,SMTA1402,Probability and Statistics,Theory,41,20,61,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,45,45,90,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,20,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,49,47,96,100,Pass
