Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,29,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,24,26,50,100,Pass
2,SCSA1204,Python Programming,Theory,19,11,30,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,18,0,18,100,RA
2,SPHA1202,Physics for Information Science,Theory,12,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,24,31,55,100,Pass
4,SAIC4003,Universal Human Values,Theory,37,20,57,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,39,77,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,32,25,57,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,24,26,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,34,25,59,100,Pass
4,SMTA1402,Probability and Statistics,Theory,32,20,52,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,36,74,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,15,21,36,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,45,88,100,Pass
