Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,23,4,27,100,RA
3,SCSA1302,Theory of Computation,Theory,28,30,58,100,Pass
4,SAIC4003,Universal Human Values,Theory,39,38,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,33,62,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,30,31,61,100,Pass
4,SCSA3016,Data Science,Theory,35,28,63,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,6,35,100,RA
4,SMTA1402,Probability and Statistics,Theory,27,9,36,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,42,35,77,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,AAA,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,48,91,100,Pass
