Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA2105,Problem Solving Techniques Lab,Practical,AAA,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,21,1,22,100,RA
2,SPHA1202,Physics for Information Science,Theory,20,AAA,AAA,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
3,SCSA1301,Database Management Systems,Theory,19,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,21,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,25,AAA,AAA,100,RA
3,SITA1301,Programming in Java,Theory,16,15,31,100,RA
3,SMTA1302,Discrete Mathematics,Theory,25,AAA,AAA,100,RA
3,    SCSA2302,Code Optimization and Debugging - I,Practical,14,AAA,AAA,50,RA
4,SAIC4003,Universal Human Values,Theory,40,33,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,33,19,52,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,27,23,50,100,Pass
4,SCSA3016,Data Science,Theory,25,14,39,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,23,27,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,24,0,24,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,30,71,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,15,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,29,25,54,100,Pass
