Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,20,30,50,100,Pass
2,SCSA1204,Python Programming,Theory,27,23,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,20,62,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,21,55,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,33,17,50,100,Pass
4,SCSA3016,Data Science,Theory,29,21,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,23,55,100,Pass
4,SMTA1402,Probability and Statistics,Theory,31,0,31,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,41,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
