Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,    SCSA2302,Code Optimization and Debugging - I,Practical,15,15,30,50,Pass
4,SAIC4003,Universal Human Values,Theory,47,39,86,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,20,57,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,44,28,72,100,Pass
4,SCSA3015,Deep Learning,Theory,38,32,70,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,40,6,46,100,RA
4,SMTA1402,Probability and Statistics,Theory,34,16,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,45,39,84,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,23,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,45,90,100,Pass
