Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA2201,Data Structures Lab,Practical,32,33,65,100,Pass
3,SCSA1301,Database Management Systems,Theory,29,3,32,100,RA
3,SCSA1302,Theory of Computation,Theory,25,0,25,100,RA
3,SCSA1304,Advanced Data Structures,Theory,22,4,26,100,RA
4,SAIC4003,Universal Human Values,Theory,37,30,67,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,20,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,24,29,53,100,Pass
4,SCSA3015,Deep Learning,Theory,28,25,53,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,23,27,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,29,0,29,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,41,79,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,16,21,37,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,40,83,100,Pass
