Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,38,15,53,100,Pass
4,SAIC4003,Universal Human Values,Theory,40,29,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,34,79,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,34,28,62,100,Pass
4,SCSA3016,Data Science,Theory,45,22,67,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,37,35,72,100,Pass
4,SMTA1402,Probability and Statistics,Theory,41,21,62,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,44,91,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,18,37,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,50,97,100,Pass
