Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,23,6,29,100,RA
3,SMTA1302,Discrete Mathematics,Theory,28,9,37,100,RA
4,SAIC4003,Universal Human Values,Theory,41,31,72,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,26,62,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,34,34,68,100,Pass
4,SCSA3016,Data Science,Theory,25,25,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,28,22,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,29,15,44,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,43,81,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,19,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,29,64,100,Pass
