Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA2105,Problem Solving Techniques Lab,Practical,27,34,61,100,Pass
1,SCYA2101,Engineering Chemistry  Lab,Practical,AAA,AAA,AAA,50,RA
2,SCSA1201,Fundamentals of Digital Systems,Theory,26,1,27,100,RA
2,SCSA1203,Data Structures,Theory,16,12,28,100,RA
2,SCSA1204,Python Programming,Theory,16,19,35,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,21,1,22,100,RA
2,SPHA1202,Physics for Information Science,Theory,12,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,AAA,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,16,34,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,33,25,58,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,21,58,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,27,26,53,100,Pass
4,SCSA3016,Data Science,Theory,25,25,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,23,27,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,22,15,37,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,35,37,72,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,30,35,65,100,Pass
