Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,23,7,30,100,RA
4,SAIC4003,Universal Human Values,Theory,32,23,55,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,24,53,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,27,26,53,100,Pass
4,SCSA3016,Data Science,Theory,25,27,52,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,26,27,53,100,Pass
4,SMTA1402,Probability and Statistics,Theory,25,25,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,39,77,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,AAA,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,40,85,100,Pass
