Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,22,28,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,36,79,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,28,26,54,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,21,57,100,Pass
4,SCSA3016,Data Science,Theory,28,26,54,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,27,23,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,31,19,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,36,34,70,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,20,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,36,71,100,Pass
