Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,34,16,50,100,Pass
3,SCSA1302,Theory of Computation,Theory,29,5,34,100,RA
4,SAIC4003,Universal Human Values,Theory,39,25,64,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,18,52,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,33,25,58,100,Pass
4,SCSA3016,Data Science,Theory,28,22,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,33,30,63,100,Pass
4,SMTA1402,Probability and Statistics,Theory,33,2,35,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,36,61,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,43,83,100,Pass
