Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA2301,Database Management Systems Lab,Practical,31,34,65,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,25,67,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,31,28,59,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,21,59,100,Pass
4,SCSA3016,Data Science,Theory,38,19,57,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,31,60,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,8,46,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,34,72,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,27,35,62,100,Pass
