Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,20,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,25,32,57,100,Pass
4,SAIC4003,Universal Human Values,Theory,34,16,50,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,38,76,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,23,27,50,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,36,31,67,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,12,44,100,RA
4,SMTA1402,Probability and Statistics,Theory,27,3,30,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,36,46,82,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,0,20,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,44,89,100,Pass
