Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,23,14,37,100,RA
2,SCSA1204,Python Programming,Theory,10,5,15,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,21,0,21,100,RA
2,SPHA1202,Physics for Information Science,Theory,20,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,33,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,21,12,33,100,RA
3,SCSA1302,Theory of Computation,Theory,20,16,36,100,RA
3,SCSA1304,Advanced Data Structures,Theory,22,5,27,100,RA
3,SITA1301,Programming in Java,Theory,16,2,18,100,RA
3,SMTA1302,Discrete Mathematics,Theory,17,7,24,100,RA
4,SAIC4003,Universal Human Values,Theory,47,31,78,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,35,15,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,39,20,59,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,35,9,44,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,22,54,100,Pass
4,SMTA1402,Probability and Statistics,Theory,34,16,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,30,55,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,39,48,87,100,Pass
