Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,25,30,55,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,21,17,38,100,RA
4,SAIC4003,Universal Human Values,Theory,41,29,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,23,59,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,35,27,62,100,Pass
4,SCSA3016,Data Science,Theory,36,27,63,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,34,34,68,100,Pass
4,SMTA1402,Probability and Statistics,Theory,35,11,46,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,37,78,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,16,22,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,26,66,100,Pass
