Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCYA2101,Engineering Chemistry  Lab,Practical,21,19,40,50,Pass
4,SAIC4003,Universal Human Values,Theory,43,34,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,23,59,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,27,65,100,Pass
4,SCSA3016,Data Science,Theory,46,28,74,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,33,71,100,Pass
4,SMTA1402,Probability and Statistics,Theory,43,20,63,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,46,43,89,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,48,95,100,Pass
