Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,25,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,AAA,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,31,AAA,AAA,100,RA
3,SCSA2301,Database Management Systems Lab,Practical,33,31,64,100,Pass
4,SAIC4003,Universal Human Values,Theory,37,27,64,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,27,32,59,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,27,23,50,100,Pass
4,SCSA3016,Data Science,Theory,27,26,53,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,25,25,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,34,7,41,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,30,40,70,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,32,28,60,100,Pass
