Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,29,21,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,38,32,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,42,23,65,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,32,33,65,100,Pass
4,SCSA3016,Data Science,Theory,31,31,62,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,28,64,100,Pass
4,SMTA1402,Probability and Statistics,Theory,42,15,57,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,49,41,90,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,21,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,46,93,100,Pass
